GENE.ID	GENE.NAME	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YLR334C	YLR334C	0.48	1.27	1.04	0.87	0.2	0.2	0.16	-1.43	-0.43	0.005	-0.23	-0.78	-0.26	0.13	-0.12	-0.5	-0.61
YBR265W	YBR265W	-1	-0.5	-0.28	-0.05	0.1	0.15	0.11	0.26	0.03	-0.1	0.11	0.16	0.32	0.14	0.11	0.43	0.11
YML029W	YML029W	0.43	0.39	0.53	-0.26	-0.45	-0.37	-0.27	-0.41	-0.01	0.21	0.28	0.11	0.02	-0.22	0.005	-0.02	0.03
YLR282C	YLR282C	0.92	-0.25	0.22	0.12	-0.42	-0.44	0.1	-0.67	0.19	-0.01	-0.01	-0.06	0.29	-0.01	-0.08	0.12	-0.01
YOR233W	YOR233W	-0.18	0.04	0.12	0.25	0.28	0.46	0.2	0.2	-0.15	-0.51	-0.83	-0.2	0.09	0.07	0.05	0.47	-0.27
YHR140W	YHR140W	2.06	1.18	-0.29	-0.67	-0.53	-0.82	-1.18	-0.08	0.26	-0.82	0.41	0.01	-0.08	-0.08	0.1	0.18	0.33
YDR171W	YDR171W	1.57	0.34	0.05	-0.42	-0.42	0.01	-0.16	-0.38	-0.14	-0.54	0.01	0.01	0.21	0.18	-0.33	0.01	0.01
YFR019W	YFR019W	-0.12	0.07	-0.38	-0.2	0.73	0.84	0.58	0.55	-0.08	-0.46	-0.2	-0.03	-0.12	-0.06	-0.44	-0.32	-0.35
YDR536W	YDR536W	0.86	0.58	-0.07	-0.22	0.44	1.06	-0.66	0.18	0.82	-1.47	-0.14	0.34	-0.22	-0.88	-0.88	0.58	-0.3
YEL065W	YEL065W	-0.18	-0.83	-0.74	-1.18	-0.56	-0.64	-0.22	0.19	0.22	-0.01	-0.77	-0.09	0.97	1.11	0.88	0.93	0.93
YOL140W	YOL140W	-0.5	0.62	0.4	0.16	-0.2	-0.13	0.19	-0.3	-0.16	-0.36	-0.44	-0.33	0.06	-0.035	0.42	0.35	0.21
YDR334W	YDR334W	-0.76	-0.34	-0.42	-0.41	0.06	0.4	-0.23	0.12	0.4	0.09	0.27	0.15	0	0.2	0.075	-0.02	0.49
YDL138W	YDL138W	0.37	0.35	-0.45	-0.76	-0.28	-0.26	0.03	0.41	0.47	0.36	0.05	-0.53	-0.47	0.05	0.05	0.46	0.21
YOL133W	YOL133W	0.47	0.15	-0.31	-0.17	-0.23	-0.07	-0.03	0.08	-0.06	0.14	-0.09	-0.23	-0.11	0.14	-0.045	0.01	0.31
YBR211C	YBR211C	-0.53	-0.18	-0.33	0.21	-0.05	-0.14	0.05	0.53	0.3	-0.62	-0.29	0.03	0.41	0.13	0.32	0.03	0.12
YKR019C	YKR019C	0.33	0	-0.05	-0.08	0.18	0.35	0.16	0.55	0.1	-0.43	-0.35	-0.33	-0.37	0.18	0.13	-0.19	-0.18
YLR034C	YLR034C	-0.18	-0.5	-0.7	-0.57	-0.42	-0.28	0.1	0.3	0.25	0.55	0.42	-0.09	0.13	0.35	0.115	0.44	0.21
YBR082C	YBR082C	-0.24	0.15	0.35	-0.2	0.1	-0.42	0.09	-0.19	-0.51	0.48	0	-0.21	-0.35	-0.03	0.37	0.47	0.14
YOR143C	YOR143C	-0.41	-0.33	0.02	0.07	0.02	0.18	0.29	0.34	0.2	-0.23	-0.17	-0.43	0.06	0.035	0.05	-0.08	0.42
YNR015W	YNR015W	-0.06	0.44	0.67	0.31	0.3	0.09	0.19	0.19	-0.02	-0.19	-0.47	-0.22	-0.37	-0.32	0.005	0.03	-0.56
YNL321W	YNL321W	-0.74	-0.64	-0.86	-0.21	-0.14	-0.13	-0.08	0.15	0.46	0.33	0.23	0.09	0.63	0.51	0.4	0.09	0.09
YLR245C	YLR245C	0.15	-0.32	-0.38	-0.34	-0.53	-0.25	-0.06	-0.43	0.1	0.08	-0.19	0.07	0.42	0.46	0.57	0.3	0.35
YOL040C	YOL040C	-0.01	0.23	-0.28	0.1	0.46	-0.33	-0.05	-0.09	-0.12	0.045	-2.48	0.52	-0.09	0.41	0.38	0.94	0.42
YHR067W	YHR067W	0.87	0.12	-0.14	-0.5	-0.8	-0.3	-0.78	-0.6	0.01	-0.23	0.41	0.51	0.57	0.37	0.01	0.05	0.44
YDR485C	YDR485C	0.11	0.15	-0.09	0.11	0.05	0.41	-0.27	-0.1	0.21	-0.31	-0.05	0.1	-0.01	-0.18	-0.03	-0.08	-0.07
YLR333C	YLR333C	0.13	-0.13	0.52	0.18	-0.13	-0.26	0.06	-0.2	-0.21	1.09	-3.06	0.16	0.04	0.47	0.06	0.69	0.57
YHR166C	YHR166C	-0.34	-0.3	0.09	0.12	-0.3	0.18	0	-0.16	0.12	-0.69	0.12	0.49	0.47	0.26	0.15	-0.09	-0.12
YML063W	YML063W	-0.38	-0.14	0.09	-0.26	0.39	-0.46	-0.34	-0.55	-0.44	1.75	0.27	-0.2	-0.35	-0.07	-0.47	0.55	0.42
YIL168W	YIL168W	0.52	-0.39	-0.8	-1.07	-1.22	-0.69	0.66	0.7	0.86	0.52	0.37	0.42	0.07	-0.39	0.42	0.07	-0.07
YGR284C	YGR284C	0.59	0.37	-0.03	-0.44	-0.26	-0.29	-0.02	-0.11	0.3	0.22	0.23	-0.14	-0.37	-0.26	-0.025	0.09	0.14
YJR016C	YJR016C	-1.6	-0.59	-0.09	-0.31	0.21	-0.27	-0.35	0.54	0.25	0.61	0.06	0.17	0.185	0.3	0.2	0.52	0.37
YNL034W	YNL034W	0.13	0.25	0.4	0.54	0.17	0.63	-0.15	-0.26	-0.5	-0.2	-0.05	-0.71	0.04	0.21	0.21	0.13	-0.87
YMR220W	YMR220W	-0.44	-0.22	-0.47	-0.5	-0.14	-0.13	0.01	-0.4	0.24	0.64	0.36	0.28	0.24	-0.06	-0.26	0.47	0.34
YGL123W	YGL123W	-0.44	-0.22	0.27	-0.02	0.04	-0.42	-0.18	-0.35	-0.43	1.07	0.01	0.04	-0.34	0.06	0.1	0.56	0.25
YJR083C	YJR083C	-0.14	-0.29	-0.47	0.09	0.15	0.57	0.46	0.35	-0.05	-0.35	0.01	-0.3	-0.06	0.31	-0.055	-0.1	-0.18
YOR131C	YOR131C	0.1	-0.16	0.33	0.04	-0.24	-0.29	-0.39	-0.34	-0.06	0.38	0.17	-0.05	-0.02	0.18	-0.035	-0.09	0.43
YLR384C	YLR384C	-0.37	0.22	0.16	-0.28	0.04	-0.19	0.05	-0.12	0.12	0.13	0.15	-0.11	0.08	-0.17	0.065	0.08	0.22
YPL272C	YPL272C	-0.83	-1.12	-0.07	0.66	0.66	0.11	0.92	0.84	0.82	0.89	0.09	-0.28	-0.43	-0.41	-0.17	-1.66	0.01
YIL068C	YIL068C	-0.09	-0.27	-1.06	-0.59	0.22	0.43	-0.22	0.29	0.28	0.36	0.26	0.13	-0.27	0.13	0.38	0.13	0.13
YDR041W	YDR041W	-0.35	0	-0.86	-0.54	-0.46	-0.21	-0.25	-0.17	-0.05	0.36	0.51	0.27	0.08	0.48	-0.025	0.57	0.63
YDL009C	YDL009C	-0.37	-0.27	0.77	0.26	0.26	-0.28	-0.17	-0.59	-0.54	0.25	0.55	0.36	-0.03	0.02	0.2	0.07	-0.44
YNL219C	YNL219C	-0.31	-0.07	-0.08	-0.11	0.03	-0.06	-0.13	-0.07	0.11	0.42	0.21	-0.25	0.06	0.08	-0.065	0.41	-0.25
YGR095C	YGR095C	0.3	0.33	-0.05	0	0.06	0.27	0.1	0.12	0.2	0.07	-0.28	-0.34	-0.54	-0.27	0.065	0.11	-0.09
YNL041C	YNL041C	-0.07	-0.03	-0.35	-0.13	-0.15	-0.04	0.12	0.16	-0.08	-0.22	-0.19	0.15	0.1	0.03	-0.035	0.68	0.02
YGL099W	YGL099W	-0.55	0.49	0.29	0.17	-0.05	-0.09	0.25	-0.11	0.11	0.28	-0.25	-0.1	-0.13	0.03	-0.025	0	-0.33
YLR261C	YLR261C	-0.64	-0.33	-0.33	-0.08	0.36	0.26	0.01	-0.2	-0.13	0.24	0.12	-0.23	0.28	0.18	0.18	0.29	0.02
YGR160W	YGR160W	-0.8	0.19	0.5	-0.09	-0.11	-0.15	-0.1	-0.1	0.16	-0.2	0.06	0.23	0.31	0.13	-0.015	0.11	-0.14
YJL168C	YJL168C	-0.44	-0.57	-0.54	-0.02	0.43	0.32	0.25	0.22	0.28	-0.02	-1.29	0.14	0.16	0.63	0.44	0.16	0.16
YOR258W	YOR258W	0.65	0.19	0.38	0.38	-0.14	-0.11	0.14	0.31	0.04	-0.45	-0.38	-0.15	-0.32	-0.22	-0.035	-0.49	0.18
YNR036C	YNR036C	-0.09	0.03	-0.36	-0.73	-0.62	-0.72	-0.45	-0.42	0.04	0.47	0.48	0.62	0.01	0.42	0.02	0.9	0.41
YDL008W	YDL008W	-0.25	0.54	0.26	-0.05	-0.33	-0.08	0.24	-0.16	-0.16	-0.13	-0.13	-0.2	-0.14	0.11	-0.105	0.47	0.01
YBR171W	YBR171W	-0.02	-0.44	0.13	0.09	0.33	-0.33	0.05	-0.09	-0.07	0.36	0.23	0.29	0.03	0.02	0.01	-0.35	-0.2
YBR072W	YBR072W	2.68	1.91	1.54	0.25	-0.04	-0.75	-0.75	-1.34	-0.64	-0.97	-0.37	-0.43	-0.4	-0.09	-0.64	-0.04	0.08
YOR162C	YOR162C	0.32	0.22	-0.18	-0.04	0.11	0.17	0.25	0.21	0.19	-0.06	-0.23	-0.14	-0.23	-0.32	0.07	-0.14	-0.2
YCR067C	YCR067C	0.08	-0.14	-0.45	-0.5	-0.03	0.06	-0.21	0.47	0.19	0.37	0.26	-0.04	0.17	0.015	-0.21	0.1	-0.12
YJR025C	YJR025C	0.24	0.27	0.11	0.14	-0.32	-0.89	-0.91	-0.71	-0.45	0.17	-0.14	0.33	0.14	0.14	0.47	0.71	0.86
YPL177C	YPL177C	-0.09	-0.08	0.44	0.22	0.23	0.14	-0.09	0.03	-0.11	-0.15	-0.31	-0.27	-0.2	-0.07	-0.06	0.03	0.26
YDR205W	YDR205W	0.24	0.16	-0.61	-0.13	-0.07	0.34	-0.05	0.32	0.51	-0.8	0.12	-0.32	-0.16	0.23	-0.04	0.26	0.01
YLL036C	YLL036C	-0.34	-0.24	-0.42	-0.14	0.17	-0.02	0.09	0.03	0.05	0.2	0	-0.1	0.05	0.04	0.23	0.3	0.15
YOR227W	YOR227W	0.54	-0.21	0.12	0.25	0.33	0.31	-0.24	-0.23	-0.1	0.01	0.39	-0.03	0.09	-0.19	-0.01	-0.88	-0.16
YAL040C	YAL040C	-0.05	-0.15	-0.58	-0.58	0.18	-0.67	0.29	0.2	0.02	1.32	0.27	-0.015	-0.41	-0.05	0.17	0.14	-0.11
YBR207W	YBR207W	0.13	-0.27	-0.46	-0.15	0.27	-0.42	-0.18	-0.24	-0.22	0.28	0.12	0.22	0.07	0.36	0.095	0.32	0.18
YMR039C	YMR039C	-0.05	-0.06	-0.09	-0.23	-0.59	-0.22	0.09	0.05	-0.02	0.44	0.3	0.06	0.05	-0.05	0.015	0.16	0.13
YIL142W	YIL142W	-0.32	-0.04	0.09	-0.14	0.19	0.17	0.02	-0.02	-0.03	0.25	-0.08	0.01	-0.01	-0.015	0.08	-0.08	-0.08
YGR078C	YGR078C	0.29	-0.08	-0.34	-0.54	0.19	0.62	0.26	0.19	-0.08	-0.12	-0.41	-0.09	0.23	-0.02	-0.29	0.04	0.13
YOR187W	YOR187W	-0.07	0.06	-0.22	-0.44	-0.18	-0.41	-0.33	-0.33	-0.08	0.36	0.55	0.4	0.23	0.17	-0.005	0.15	0.15
YOR073W	YOR073W	-0.8	-1.32	-0.53	0.48	0.79	0.8	0.36	0.29	-0.01	-0.97	-0.82	0.1	0.55	0.72	0.35	0.29	0.29
YDR256C	YDR256C	0.44	0.38	0.38	0.54	0.07	0.33	-0.64	0.33	0.52	0.035	0	-0.04	-0.24	-0.38	-0.7	-0.64	-0.33
YDR466W	YDR466W	-0.28	0.01	-0.56	-0.17	0	0.4	-0.11	-0.11	0.26	-0.03	-0.14	-0.04	-0.11	0.23	-0.035	0.38	0.27
YIL065C	YIL065C	0.26	0.15	0.22	-0.03	-0.44	-0.3	-0.06	-0.33	0.03	0.48	0.43	0.3	0.01	-0.11	-0.01	-0.48	-0.14
YLR327C	YLR327C	0.68	-1.14	-0.36	0.64	0.85	0.21	-0.59	-0.83	-0.55	0.37	-0.06	-0.01	-0.33	-0.025	-0.04	0.48	0.7
YGR291C	YGR291C	-0.75	0.25	0.99	0.84	-0.01	0.48	0.48	0.25	0.25	-1.33	-1.33	0.25	0.25	0.48	0.99	-1.33	0.25
YDR441C	YDR441C	-0.67	0.23	0.34	0.23	-0.27	0.26	-0.01	-0.41	0.05	0.3	0.15	0.02	-0.33	0.055	-0.03	0.07	0.06
YDR401W	YDR401W	0.39	0.74	0.04	0.53	-0.44	0.43	0.04	0.17	-0.06	-0.44	-0.26	-0.26	-0.32	0.39	-0.5	-0.32	-0.11
YDR034C	YDR034C	-0.62	-0.68	-0.39	-0.05	-0.04	0.37	0.18	0.19	0.35	-0.22	-0.08	0.23	0.24	0.13	0.2	0.08	0.24
YBL106C	YBL106C	-0.79	-0.3	-0.19	-0.23	0.32	0.35	0.42	0.53	0.36	0.11	0.07	-0.04	0.2	-0.13	0.015	-0.11	-0.57
YNL154C	YNL154C	-0.48	-0.19	0.26	-0.08	0.18	-0.05	0.06	0.22	-0.2	-0.04	-0.14	-0.06	-0.24	-0.07	-0.07	0.82	0
YLL004W	YLL004W	-0.62	0.25	-0.29	-0.03	0.34	-0.07	-0.23	0.2	0.3	0.02	-0.44	0.1	0.18	0.06	0.07	0.17	0.05
YDL175C	YDL175C	0.14	0.39	-0.06	0.49	-0.24	0.2	-0.02	0.38	0.42	-0.68	-0.12	0.07	-0.2	-0.23	-0.23	-0.29	-0.03
YJL176C	YJL176C	-1.05	-0.58	-0.05	0.16	0.63	0.43	0.02	0.5	-0.14	-0.03	0.24	0.16	0.14	0.035	0.05	-0.24	-0.24
YNL075W	YNL075W	-0.33	0.28	0.2	0.23	0.13	-0.08	0.25	0.02	0.14	-0.02	-0.13	-0.37	0	0.11	0.01	-0.26	-0.16
YFR056C	YFR056C	0.25	0.52	-0.38	-0.93	-0.59	-0.38	-0.01	-0.22	0.04	-1.59	-0.71	-0.17	0.29	0.89	0.52	1.15	1.31
YNL202W	YNL202W	1.41	0.58	0	-0.32	-0.66	-0.82	-0.27	-0.82	0.22	0.48	0.04	-0.59	0.52	0.18	0.04	0.04	0.04
YBR127C	YBR127C	-0.58	-0.15	-0.21	-0.35	0.2	-0.65	0	0.21	-0.19	0.83	0.16	0.09	0.03	-0.09	0.35	0.06	0.32
YCR072C	YCR072C	-0.39	0.64	0.4	-0.01	-0.2	0.31	0.19	0.2	0.03	0.01	-0.49	-0.62	-0.11	0.05	0.02	0.2	-0.21
YKL183W	YKL183W	-1.04	-0.9	-0.58	0.04	0.17	-0.07	0.22	-0.05	0.4	0.32	-0.48	0.1	0.34	0.46	0.135	0.65	0.4
YLR420W	YLR420W	0.03	-0.14	0.09	0.03	-0.73	0.04	0.32	0.12	-0.04	0.13	0.3	-0.08	-0.09	0.03	0.09	0.03	-0.1
YOR136W	YOR136W	0.49	0.23	-0.16	-0.69	-0.78	-0.88	-0.8	-0.58	-0.25	0.73	0.56	0.52	0.05	0.14	0.37	0.72	0.45
YKR085C	YKR085C	-0.01	0.35	-0.46	-0.7	-0.35	-0.11	-0.32	0.14	0.02	0.08	0.36	0.24	-0.01	0.05	0.3	0.23	0.26
YOR177C	YOR177C	1.14	0.46	-0.1	-0.3	0.14	0.09	-0.41	-0.17	-0.35	0.78	0.62	0.3	-0.19	-0.24	-0.52	-1.12	-0.12
YER085C	YER085C	-0.8	1.11	0.79	0.37	1.01	-0.47	0.01	0.01	0.37	-0.47	0.01	0.37	-1.21	-0.21	0.37	-0.8	-0.47
YPL027W	YPL027W	0.78	-0.61	-0.06	0.15	0.82	0.08	-0.22	0.5	-0.73	-0.5	-0.06	-0.85	-0.4	0.15	-0.4	0.98	0.39
YER032W	YER032W	-1.29	-1.02	-0.32	0.5	0.77	0.55	0.73	0.76	0.11	-0.45	-0.78	-0.59	0.43	0.34	0.125	0.14	0.11
YOL010W	YOL010W	-0.18	0.45	0.02	-0.09	0.16	-0.25	-0.06	-0.12	0.15	0.17	0.02	0.03	0.07	-0.07	0.02	0.04	-0.34
YLR267W	YLR267W	0.31	0.71	0	-0.59	0.13	0.13	0.1	-0.35	0.07	-1.22	-0.22	0.07	0.16	0.19	0.13	-0.04	0.44
YEL015W	YEL015W	-0.04	0.07	0.13	0.24	0.15	-0.18	0.13	0.17	-0.04	-0.15	-0.15	-0.3	0.26	-0.18	-0.01	0.02	-0.1
YDL124W	YDL124W	1.13	0.69	-0.29	-0.48	-0.04	-0.37	-0.62	-0.28	-0.23	0.21	0.24	0.12	-0.05	-0.38	-0.045	0.07	0.29
YAL011W	YAL011W	-0.06	-0.44	-0.47	-0.73	0.54	-0.4	0.43	0.33	-0.09	0.62	-0.12	0.03	-0.17	0.36	0.18	-0.06	-0.06
YJR029W	YJR029W	-0.25	-0.56	0.19	-0.03	0.49	-0.34	-0.12	-0.23	-0.15	1.1	-0.93	0.04	-0.01	0.14	-0.44	0.25	0.83
YDR392W	YDR392W	-0.13	0.28	0.08	-0.1	-0.34	0.2	0.16	-0.3	-0.07	-0.27	-0.07	-0.07	-0.08	-0.07	0.02	0.56	0.15
YGR062C	YGR062C	0.64	0.1	-0.13	-0.3	-0.75	-0.57	-0.4	-0.29	0.03	0.35	0.5	0.15	0.22	0.005	-0.1	-0.02	0.56
YDR119W	YDR119W	-0.65	0.09	-0.26	-0.01	-0.52	-0.06	-0.14	-0.01	0.19	0.05	0.1	-0.13	0.12	0.32	0.02	0.66	0.26
YLR029C	YLR029C	0.17	-0.43	0.68	0.05	0.45	-0.25	-0.02	0.14	-0.29	0.155	-2.94	0.34	-0.15	0.72	0.36	0.68	0.49
YAL024C	YAL024C	-0.59	-0.01	0.41	0.2	0.5	0.59	0.54	0.14	-0.12	-0.08	-0.19	0.05	0.22	-0.24	0.02	-0.71	-0.73
YER056C-A	YER056C-A	0.3	-0.05	0.6	0.84	0.38	-0.22	0.37	0.24	-0.35	0.195	-3.06	-0.12	0.03	0.13	0.15	0.37	0.38
YHR136C	YHR136C	-1.68	0.21	-0.12	-0.22	-0.15	-0.27	-0.27	-0.27	0.14	0.36	0.35	0.33	-0.32	0.55	0.01	0.79	0.58
YBR187W	YBR187W	-0.75	-0.36	0.5	0.15	0.22	-0.2	0.34	-0.13	-0.39	0.22	-0.07	-0.05	0.035	-0.01	0.28	0.17	0.08
YCRX21C	YCRX21C	0.17	-0.05	-0.42	-0.05	0.08	0.3	0.09	0.3	0.26	-0.29	-0.17	-0.01	0.08	-0.14	-0.03	-0.07	-0.06
YIL015C-A	YIL015C-A	1.89	1.59	0.36	-0.03	1.14	0.67	0.18	-0.03	0.64	0.59	-0.78	-0.57	-1.44	-0.71	-0.71	-1.86	-0.94
YKL123W	YKL123W	0.74	-0.01	0.67	0.41	-0.17	-0.05	0	-0.02	-0.58	-0.26	0.4	-0.58	-0.47	-0.035	0.4	-0.38	-0.1
YLR387C	YLR387C	-0.25	-0.1	0.08	-0.03	-0.11	-0.17	-0.11	-0.15	0	0.13	0.33	0.12	0.01	0.09	0.005	0.04	0.12
YDR152W	YDR152W	-0.29	-0.12	-0.12	0	0.13	0.04	-0.03	0.2	-0.08	0.11	-0.03	-0.07	-0.42	0.29	-0.03	-0.03	0.41
YPR169W	YPR169W	-0.33	-0.26	0.25	0.1	0.28	0.06	-0.15	-0.16	-0.08	0.73	0.21	-0.49	-0.24	0.04	-0.02	-0.12	0.14
YDL185W	YDL185W	-0.04	-0.37	-0.18	0.15	0.19	-0.11	-0.02	-0.04	-0.11	0.61	0.18	0.12	-0.15	-0.04	0.16	-0.14	-0.24
YCR004C	YCR004C	0.29	-0.03	-0.19	-0.27	-0.13	-0.44	-0.23	0.1	0.02	0.82	0.09	-0.08	-0.26	-0.09	-0.055	0.1	0.29
YMR028W	YMR028W	-0.03	0.13	0.21	-0.4	-0.13	-0.2	0.28	0.33	0.11	-0.12	0.07	0.17	-0.03	-0.03	-0.09	-0.19	-0.12
YFL023W	YFL023W	-0.05	0.53	0.15	0.12	0.15	0.27	0.08	0.19	0.07	-0.69	-0.62	-0.21	0.07	0.36	0.075	-0.14	-0.28
YPL150W	YPL150W	0.2	-0.21	0	-0.11	0.02	0.2	-0.08	0.13	0.19	-0.29	-0.01	-0.09	-0.01	-0.05	0.09	-0.2	0.23
YPL085W	YPL085W	-0.02	0.22	0.03	-0.13	-0.09	0.18	-0.07	-0.07	0.08	0.43	-0.27	-0.03	-0.1	-0.035	-0.32	0.2	-0.04
YMR309C	YMR309C	-0.44	0.14	0.57	0.42	0.11	-0.07	0.03	0.1	0.01	-0.23	-0.04	0.06	0.02	0.015	-0.34	-0.07	-0.27
YGR070W	YGR070W	0.5	-0.37	-0.37	-0.39	-0.71	-0.29	0.18	0.15	0.72	0.22	-0.17	-0.04	0.17	0.04	-0.17	0.18	0.37
YMR118C	YMR118C	0.45	0.57	-0.24	0.31	0.03	0.07	-0.12	0.16	-0.17	-0.39	-0.09	-0.07	0	0.04	-0.035	-0.3	-0.24
YGR189C	YGR189C	0.06	-0.04	0.87	0.39	0.2	-0.1	-0.17	-0.5	-0.52	0.51	0.21	0.16	0.01	-0.24	-0.74	-0.19	0.1
YGL030W	YGL030W	-0.3	-0.31	0.29	0.16	-0.22	-0.96	-0.23	-0.18	-0.25	1.27	-0.15	-0.05	-0.2	-0.12	0.38	0.29	0.43
YPL161C	YPL161C	0.28	0.04	0.12	0.09	-0.01	0.15	0.07	0.11	0.04	0	-0.29	0.1	-0.18	0.04	-0.15	-0.36	-0.01
YAL049C	YAL049C	0.65	-0.2	0.03	-0.66	0.07	-0.69	-0.32	-0.31	-0.21	0.44	0.29	0.48	0.03	0.1	0.03	0.03	0.27
YMR015C	YMR015C	-0.67	-0.88	-0.74	-0.42	0.11	-0.21	-0.03	0.11	0.28	0.36	0.42	0.24	0.15	0.19	0.28	0.5	0.44
YKL137W	YKL137W	0.11	0.2	-0.05	0.15	-0.09	-0.29	-0.18	-0.45	-0.05	0.04	-0.12	0.23	0.03	-0.03	0	0.17	0.32
YLR166C	YLR166C	-0.5	-0.14	-0.64	-0.61	0.16	0.26	0.32	-0.52	0.15	0.22	0.43	0.3	0.25	-0.31	0.19	0.28	0.33
YGL230C	YGL230C	2.12	2.08	1.61	1.47	0.85	0.3	0.04	-0.74	-0.78	-1.28	-1.34	-0.78	-1.06	-0.51	-0.51	-0.58	-0.91
YDL022W	YDL022W	0.13	0.11	-1.05	-0.8	-0.4	-0.76	-0.59	-0.37	0.18	1.04	0.77	0.99	0.59	0.15	0.16	0.13	0.13
YBR237W	YBR237W	0.24	0.02	-0.35	-0.23	-0.05	-0.02	-1.32	0.6	0.49	0.71	0.14	0.14	0.24	-0.7	-0.21	-0.21	0.5
YDL142C	YDL142C	0.42	-1.36	-0.66	-0.04	-0.31	0.04	0.11	0.27	0.55	-0.38	0.32	0.37	0.17	0.12	0.13	0.14	0.24
YAL019W	YAL019W	0.18	0.06	0.44	-0.23	0.36	-0.29	0.41	0.28	-0.1	0.16	-0.03	0.03	-0.12	0	-0.33	-0.75	-0.06
YLR100W	YLR100W	-0.35	-0.21	-0.44	-0.63	-0.53	-0.62	-0.46	0.21	0.24	0.86	0.26	0.38	0.13	0.15	0.17	0.59	0.39
YJR055W	YJR055W	0.32	0.41	0.01	-0.03	0.06	-0.16	-0.02	0.06	0.3	0.035	0.035	-0.08	0.22	0.035	-0.44	-0.7	0.06
YKL096W-A	YKL096W-A	-0.02	-0.07	0.72	0.32	0.34	-0.03	-0.08	0.43	-0.37	0.17	-2.93	0.11	-0.34	0.84	0.29	0.57	0.23
YGR134W	YGR134W	-0.15	0.03	0.07	-0.01	-0.22	-0.01	0.6	0.56	0.34	-0.11	0.18	-0.26	-0.24	-0.33	0.29	-0.31	-0.44
YFL002C	YFL002C	-0.02	0.39	0.17	0.24	0.36	0.18	-0.16	0.04	-0.13	0.1	-0.37	-0.29	-0.09	0.055	-0.58	0.09	0.07
YCRX04W	YCRX04W	-0.48	0.18	-0.14	-0.17	0.07	0.24	0.51	0.26	0.04	-0.42	-0.3	-0.27	0.04	0.1	0.04	0.39	-0.06
YDR279W	YDR279W	-0.7	-0.18	0.46	0.49	0.21	0.09	-0.55	-0.18	0.2	-0.11	0.6	0.62	0.15	-0.21	-0.01	-0.74	-0.14
YNL199C	YNL199C	-0.22	0.11	0.15	0.09	0.16	0.01	0.06	0.1	-0.13	-0.36	-0.2	0.25	-0.09	0.035	-0.06	0.3	-0.16
YDR198C	YDR198C	-0.03	0.69	0.22	-0.3	-0.65	0.09	0.41	0.09	0.31	-0.38	-0.3	-0.25	0.06	0.13	-0.11	0.06	0.06
YMR061W	YMR061W	-0.33	-0.21	-0.02	-0.07	-0.62	0.04	0.24	-0.21	0.07	0.28	0.28	0.1	-0.06	0.05	0.18	0.06	0.26
YJR129C	YJR129C	0.03	0.02	0.3	-0.29	-0.23	-0.2	-0.3	0.22	-0.03	0.24	-0.03	-0.03	-0.15	0.22	-0.005	0.21	0.02
YOL069W	YOL069W	-1.13	0.325	-2.2	-0.39	-0.35	0.85	1.03	1.12	0.72	-0.62	-0.24	-1.2	0.45	0.45	0.59	0.2	0.71
YBL035C	YBL035C	-0.52	0.75	1.63	0.29	-0.06	-0.36	-0.5	-0.9	-0.65	0.86	1.06	0.59	0.16	-0.21	-0.54	-0.88	-0.94
YGR141W	YGR141W	0.4	-0.49	-0.42	-0.26	-0.36	-0.07	0.08	0.08	0.17	-0.26	-0.09	0.13	0.3	0.28	0.13	0.22	0.17
YFR031C-A	YFR031C-A	-0.09	-0.18	0.35	0.22	0.02	-0.54	-0.16	-0.13	-0.35	0.61	0.35	-0.05	-0.31	-0.3	0.31	0.23	0.02
YOR256C	YOR256C	-0.1	-0.39	-0.44	-0.28	-0.12	-0.46	-0.46	0	0.25	0.74	0.37	-0.16	0.13	0.31	-0.05	0.22	0.41
YOR193W	YOR193W	0.78	0.79	0.45	0.24	-0.08	-0.02	-0.32	-0.03	-0.18	-0.15	-0.33	-0.38	-0.11	-0.05	-0.065	-0.74	0.14
YGL085W	YGL085W	0.06	0.2	0.09	0.24	0.03	0.11	0.05	-0.04	0.01	-0.38	-0.55	0	-0.04	0.17	0	0.16	-0.12
YFL009W	YFL009W	0.21	0.18	0.48	0.23	0.12	-0.15	0.22	0.26	-0.09	0.11	-0.24	-0.47	-0.22	0.01	-0.12	-0.24	-0.29
YJL102W	YJL102W	0.14	-0.48	-0.98	-0.24	0.28	0.73	0.06	0.1	0.08	-0.11	0.35	-0.22	0.04	0.18	0.07	-0.17	0.22
YNR012W	YNR012W	-0.26	0.45	-0.06	0.15	0.16	0.17	0.31	0.33	0.11	-0.54	-0.41	-0.26	-0.03	0.04	0.06	0.02	-0.2
YDR367W	YDR367W	-0.41	-0.27	0.15	0.08	-0.08	0.15	0.36	0.02	0.05	0.03	-0.18	-0.06	-0.09	0.025	0.11	-0.02	0.16
YJL010C	YJL010C	-0.35	0.65	-0.42	0.08	0.15	0.71	0.29	0.11	0.56	-0.33	0.16	0.08	-0.14	-0.27	0.08	-0.38	-0.9
