GENE.ID	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160
YNL198C	-0.39	0.11	-0.39	0.41	-0.1	-0.03	0.38	0.46	0.18	-0.96	0.11	0.04	0.41	0.21	-0.18	-0.26	0.01
YNL015W	0.01	-0.13	-0.57	-0.58	-0.59	-0.62	-0.52	-0.66	-0.49	0.93	1.11	0.72	-0.06	0.68	0.29	0.09	0.32
YDR303C	-0.59	-0.51	-0.23	-0.25	0.28	0.41	0.23	-0.14	-0.01	0.03	-0.08	0.08	0.13	0.41	0.025	0.22	0.02
YPR002W	0.93	-0.28	-0.2	0.11	-0.33	-0.78	-0.85	0.17	0.92	1.23	0.73	0.48	0.33	-0.54	-0.39	-0.89	-0.63
YGR287C	0.11	-0.72	-0.5	-0.19	0.11	-0.09	0.28	0.24	0.28	0.28	0.39	-0.14	0.19	-0.14	0.24	-0.14	-0.19
YDL195W	0.02	-0.2	0.18	0.15	0.46	-0.09	0.05	-0.2	-0.28	0.02	0.15	0.18	-0.08	0.02	-0.18	0.12	-0.31
YCL039W	-0.41	-0.28	0.23	0.49	0.36	0.07	-0.26	0.24	0.04	0.49	0.25	0.23	0.03	-0.54	0.055	-0.86	-0.07
YBR131W	0.15	0.09	0.08	-0.09	0	0	-0.14	0.17	-0.11	-0.04	-0.17	-0.21	0.2	0.21	0.29	0.16	-0.6
YGR079W	0.21	0.36	0.18	0.27	0.26	0.41	-0.05	-0.11	0.05	-0.26	-0.41	-0.05	0.1	-0.07	0	-0.27	-0.61
YJL089W	1.56	1.03	0.18	-0.13	0.12	0.1	-0.35	-0.5	0.03	-0.04	-0.04	-1.13	-0.04	-0.37	-0.37	-0.4	0.28
YMR267W	-0.04	0.35	-0.53	-0.59	-0.05	-0.04	0.16	0.15	0.12	-0.17	-0.03	0.26	0.07	0.02	-0.06	0.29	0.12
YDR273W	0.54	0.83	0.3	0.73	-0.19	0.16	-0.23	-0.19	0.16	-0.44	-0.44	-0.23	-0.59	-0.07	-0.23	0.1	-0.23
YDR024W	-0.83	0.23	-0.05	0.88	0.51	0.03	-0.29	-0.29	-0.59	0.71	-0.12	-0.29	-0.21	0.17	0.71	0.17	-0.71
YKL118W	0.28	0.47	0.47	0.11	-0.64	0.07	0.35	-0.43	0.22	-0.67	-0.87	0.33	0.27	0.23	-0.03	-0.23	0.07
YPL115C	0.03	-0.23	0.58	0.28	-0.24	0.17	-0.18	-0.17	0.02	0.08	0.3	-0.61	0.12	-0.04	-0.12	0.02	0.02
YBR135W	0.26	-0.07	0.09	0.25	0.32	-0.28	-0.08	-0.06	-0.13	0.29	-0.03	0.06	-0.02	-0.025	-0.02	-0.2	-0.38
YJR059W	-0.03	-0.9	-0.88	-0.57	-0.14	0	-0.15	0.14	0.17	0.58	0.51	0.3	0.24	0.55	0.07	-0.02	0.2
YFR006W	-0.45	-0.43	0.06	0.14	-0.03	0.01	0.01	0.04	0.05	-0.1	-0.15	0.03	0.26	0.07	0.035	0.32	0.16
YGR011W	0.39	-0.09	0.18	0.19	-0.13	-0.33	-0.08	-0.09	-0.19	0.01	-0.06	-0.4	0.17	0.14	-0.07	-0.1	0.39
YOR189W	-0.14	0.16	-0.47	-0.36	0.17	0.05	0.22	0.16	-0.2	0.07	0.02	0.47	-0.31	-0.24	0.035	0.45	-0.04
YKR103W	-1.43	0.42	-0.05	-0.94	-0.75	-0.43	0.06	0.16	0.16	0.16	0.16	0.84	0.71	0.16	0.5	0.5	0.42
YOR068C	0.47	-1.45	-0.81	-0.09	-0.62	-0.23	0.14	0.38	0.67	0.085	0.51	0.19	0.84	-0.03	0.03	0.085	0.085
YGR125W	-0.39	-0.44	-0.94	-0.68	0.04	0.53	0.02	0.05	0.08	0.18	0.21	0.31	0.26	0.29	0.095	0.11	0.34
YOR086C	-0.31	-0.26	-0.48	-0.56	-0.14	0.09	0.03	0.01	0.12	0.23	0.23	0.18	0.2	0.04	0.065	0.32	0.29
YPL171C	0.9	0.19	0.54	1.43	-2.27	-1.27	0.05	0.19	-0.46	0.73	0.32	0.19	-0.27	0.19	-0.1	0.19	0.19
YLR108C	-0.14	-0.9	-1.08	-0.56	-0.08	-0.79	-0.32	-0.43	0.63	0.91	0.04	0.61	1.04	-0.43	0.49	0.63	0.4
YER153C	0.53	0.16	0.53	-0.33	0.16	0.1	0.39	-0.1	-0.25	0.67	-0.72	-0.1	0.58	0.04	-0.42	-0.61	-0.61
YOR095C	-0.76	0.17	-0.11	0	0.05	-0.19	-0.28	0.12	0.08	-0.03	0.07	-0.19	0.19	0.32	0.06	0.13	0.43
YJR114W	0.2	0.3	0.31	-0.03	-0.34	-0.03	-0.28	-0.42	-0.06	0.09	0.27	0.21	0.04	0.07	0.005	-0.1	-0.22
YDR191W	0.19	0.19	-0.42	-0.26	-1.01	-0.71	-0.88	0.83	1.41	0.53	0.73	0.16	-0.28	-0.85	-0.44	-0.28	1.07
YIL176C	-0.07	-0.09	0.34	0.47	0.1	-0.01	-0.14	-0.07	-0.12	0.31	-0.03	-0.18	-0.26	-0.1	-0.07	-0.12	-0.04
YCRX01W	-0.05	-0.21	-1.12	-0.39	-1.49	-0.59	0.1	0.46	0.46	0.1	0.84	0.56	0.88	0.35	0.79	-0.59	0.1
YKL192C	0.08	0.12	-0.09	-0.22	-0.29	-0.23	-0.29	0.21	-0.31	0.58	0.32	0.01	-0.44	0.39	0.16	0.08	-0.06
YEL016C	0.41	0.02	-0.29	0.27	0.16	-0.23	0.09	0.25	-0.09	-0.69	-0.23	-0.39	0.34	0.12	0.34	-0.06	-0.03
YGR259C	0.62	0.35	-0.92	-0.51	-0.26	0.05	0.35	0.52	0.82	-0.75	0.11	0.25	0.25	-0.34	-0.05	-0.3	-0.18
YDR179C	-0.07	0.06	0.07	0.71	0.61	0.71	0.36	0.05	-0.26	-1	-0.75	-0.14	-0.06	0.38	-0.005	-0.31	-0.38
YHR205W	-0.06	-0.06	-0.11	-0.2	0.62	0.71	0.13	0.06	0.07	-0.09	-0.43	-0.23	0.15	-0.075	-0.28	-0.1	-0.19
YCL062W	-0.64	-0.47	-0.95	0.18	0.6	0.46	0.6	0.64	0.46	-0.39	-0.6	-0.33	0.26	0.13	0.155	0.19	-0.12
YGL028C	-0.17	-0.03	-1.27	-0.78	-0.5	-0.53	-0.33	-0.86	-1.17	1.5	1.97	1.46	1.34	0.14	-0.41	-0.7	0.33
YER102W	0.02	0.11	0.64	0.37	0.39	-0.39	0.06	0.1	-0.22	0.105	-2.81	0.17	0.03	0.08	0.36	0.53	0.56
YLR334C	0.48	1.27	1.04	0.87	0.2	0.2	0.16	-1.43	-0.43	0.005	-0.23	-0.78	-0.26	0.13	-0.12	-0.5	-0.61
YBR265W	-1	-0.5	-0.28	-0.05	0.1	0.15	0.11	0.26	0.03	-0.1	0.11	0.16	0.32	0.14	0.11	0.43	0.11
YML029W	0.43	0.39	0.53	-0.26	-0.45	-0.37	-0.27	-0.41	-0.01	0.21	0.28	0.11	0.02	-0.22	0.005	-0.02	0.03
YLR282C	0.92	-0.25	0.22	0.12	-0.42	-0.44	0.1	-0.67	0.19	-0.01	-0.01	-0.06	0.29	-0.01	-0.08	0.12	-0.01
YOR233W	-0.18	0.04	0.12	0.25	0.28	0.46	0.2	0.2	-0.15	-0.51	-0.83	-0.2	0.09	0.07	0.05	0.47	-0.27
YHR140W	2.06	1.18	-0.29	-0.67	-0.53	-0.82	-1.18	-0.08	0.26	-0.82	0.41	0.01	-0.08	-0.08	0.1	0.18	0.33
YDR171W	1.57	0.34	0.05	-0.42	-0.42	0.01	-0.16	-0.38	-0.14	-0.54	0.01	0.01	0.21	0.18	-0.33	0.01	0.01
YFR019W	-0.12	0.07	-0.38	-0.2	0.73	0.84	0.58	0.55	-0.08	-0.46	-0.2	-0.03	-0.12	-0.06	-0.44	-0.32	-0.35
YDR536W	0.86	0.58	-0.07	-0.22	0.44	1.06	-0.66	0.18	0.82	-1.47	-0.14	0.34	-0.22	-0.88	-0.88	0.58	-0.3
YEL065W	-0.18	-0.83	-0.74	-1.18	-0.56	-0.64	-0.22	0.19	0.22	-0.01	-0.77	-0.09	0.97	1.11	0.88	0.93	0.93
YOL140W	-0.5	0.62	0.4	0.16	-0.2	-0.13	0.19	-0.3	-0.16	-0.36	-0.44	-0.33	0.06	-0.035	0.42	0.35	0.21
YDR334W	-0.76	-0.34	-0.42	-0.41	0.06	0.4	-0.23	0.12	0.4	0.09	0.27	0.15	0	0.2	0.075	-0.02	0.49
YDL138W	0.37	0.35	-0.45	-0.76	-0.28	-0.26	0.03	0.41	0.47	0.36	0.05	-0.53	-0.47	0.05	0.05	0.46	0.21
YOL133W	0.47	0.15	-0.31	-0.17	-0.23	-0.07	-0.03	0.08	-0.06	0.14	-0.09	-0.23	-0.11	0.14	-0.045	0.01	0.31
YBR211C	-0.53	-0.18	-0.33	0.21	-0.05	-0.14	0.05	0.53	0.3	-0.62	-0.29	0.03	0.41	0.13	0.32	0.03	0.12
YKR019C	0.33	0	-0.05	-0.08	0.18	0.35	0.16	0.55	0.1	-0.43	-0.35	-0.33	-0.37	0.18	0.13	-0.19	-0.18
YLR034C	-0.18	-0.5	-0.7	-0.57	-0.42	-0.28	0.1	0.3	0.25	0.55	0.42	-0.09	0.13	0.35	0.115	0.44	0.21
YBR082C	-0.24	0.15	0.35	-0.2	0.1	-0.42	0.09	-0.19	-0.51	0.48	0	-0.21	-0.35	-0.03	0.37	0.47	0.14
YOR143C	-0.41	-0.33	0.02	0.07	0.02	0.18	0.29	0.34	0.2	-0.23	-0.17	-0.43	0.06	0.035	0.05	-0.08	0.42
YNR015W	-0.06	0.44	0.67	0.31	0.3	0.09	0.19	0.19	-0.02	-0.19	-0.47	-0.22	-0.37	-0.32	0.005	0.03	-0.56
YNL321W	-0.74	-0.64	-0.86	-0.21	-0.14	-0.13	-0.08	0.15	0.46	0.33	0.23	0.09	0.63	0.51	0.4	0.09	0.09
YLR245C	0.15	-0.32	-0.38	-0.34	-0.53	-0.25	-0.06	-0.43	0.1	0.08	-0.19	0.07	0.42	0.46	0.57	0.3	0.35
YOL040C	-0.01	0.23	-0.28	0.1	0.46	-0.33	-0.05	-0.09	-0.12	0.045	-2.48	0.52	-0.09	0.41	0.38	0.94	0.42
YHR067W	0.87	0.12	-0.14	-0.5	-0.8	-0.3	-0.78	-0.6	0.01	-0.23	0.41	0.51	0.57	0.37	0.01	0.05	0.44
YDR485C	0.11	0.15	-0.09	0.11	0.05	0.41	-0.27	-0.1	0.21	-0.31	-0.05	0.1	-0.01	-0.18	-0.03	-0.08	-0.07
YLR333C	0.13	-0.13	0.52	0.18	-0.13	-0.26	0.06	-0.2	-0.21	1.09	-3.06	0.16	0.04	0.47	0.06	0.69	0.57
YHR166C	-0.34	-0.3	0.09	0.12	-0.3	0.18	0	-0.16	0.12	-0.69	0.12	0.49	0.47	0.26	0.15	-0.09	-0.12
YML063W	-0.38	-0.14	0.09	-0.26	0.39	-0.46	-0.34	-0.55	-0.44	1.75	0.27	-0.2	-0.35	-0.07	-0.47	0.55	0.42
YIL168W	0.52	-0.39	-0.8	-1.07	-1.22	-0.69	0.66	0.7	0.86	0.52	0.37	0.42	0.07	-0.39	0.42	0.07	-0.07
YGR284C	0.59	0.37	-0.03	-0.44	-0.26	-0.29	-0.02	-0.11	0.3	0.22	0.23	-0.14	-0.37	-0.26	-0.025	0.09	0.14
YJR016C	-1.6	-0.59	-0.09	-0.31	0.21	-0.27	-0.35	0.54	0.25	0.61	0.06	0.17	0.185	0.3	0.2	0.52	0.37
YNL034W	0.13	0.25	0.4	0.54	0.17	0.63	-0.15	-0.26	-0.5	-0.2	-0.05	-0.71	0.04	0.21	0.21	0.13	-0.87
YMR220W	-0.44	-0.22	-0.47	-0.5	-0.14	-0.13	0.01	-0.4	0.24	0.64	0.36	0.28	0.24	-0.06	-0.26	0.47	0.34
YGL123W	-0.44	-0.22	0.27	-0.02	0.04	-0.42	-0.18	-0.35	-0.43	1.07	0.01	0.04	-0.34	0.06	0.1	0.56	0.25
YJR083C	-0.14	-0.29	-0.47	0.09	0.15	0.57	0.46	0.35	-0.05	-0.35	0.01	-0.3	-0.06	0.31	-0.055	-0.1	-0.18
YOR131C	0.1	-0.16	0.33	0.04	-0.24	-0.29	-0.39	-0.34	-0.06	0.38	0.17	-0.05	-0.02	0.18	-0.035	-0.09	0.43
YLR384C	-0.37	0.22	0.16	-0.28	0.04	-0.19	0.05	-0.12	0.12	0.13	0.15	-0.11	0.08	-0.17	0.065	0.08	0.22
YPL272C	-0.83	-1.12	-0.07	0.66	0.66	0.11	0.92	0.84	0.82	0.89	0.09	-0.28	-0.43	-0.41	-0.17	-1.66	0.01
YIL068C	-0.09	-0.27	-1.06	-0.59	0.22	0.43	-0.22	0.29	0.28	0.36	0.26	0.13	-0.27	0.13	0.38	0.13	0.13
YDR041W	-0.35	0	-0.86	-0.54	-0.46	-0.21	-0.25	-0.17	-0.05	0.36	0.51	0.27	0.08	0.48	-0.025	0.57	0.63
YDL009C	-0.37	-0.27	0.77	0.26	0.26	-0.28	-0.17	-0.59	-0.54	0.25	0.55	0.36	-0.03	0.02	0.2	0.07	-0.44
YNL219C	-0.31	-0.07	-0.08	-0.11	0.03	-0.06	-0.13	-0.07	0.11	0.42	0.21	-0.25	0.06	0.08	-0.065	0.41	-0.25
YGR095C	0.3	0.33	-0.05	0	0.06	0.27	0.1	0.12	0.2	0.07	-0.28	-0.34	-0.54	-0.27	0.065	0.11	-0.09
YNL041C	-0.07	-0.03	-0.35	-0.13	-0.15	-0.04	0.12	0.16	-0.08	-0.22	-0.19	0.15	0.1	0.03	-0.035	0.68	0.02
YGL099W	-0.55	0.49	0.29	0.17	-0.05	-0.09	0.25	-0.11	0.11	0.28	-0.25	-0.1	-0.13	0.03	-0.025	0	-0.33
YLR261C	-0.64	-0.33	-0.33	-0.08	0.36	0.26	0.01	-0.2	-0.13	0.24	0.12	-0.23	0.28	0.18	0.18	0.29	0.02
YGR160W	-0.8	0.19	0.5	-0.09	-0.11	-0.15	-0.1	-0.1	0.16	-0.2	0.06	0.23	0.31	0.13	-0.015	0.11	-0.14
YJL168C	-0.44	-0.57	-0.54	-0.02	0.43	0.32	0.25	0.22	0.28	-0.02	-1.29	0.14	0.16	0.63	0.44	0.16	0.16
YOR258W	0.65	0.19	0.38	0.38	-0.14	-0.11	0.14	0.31	0.04	-0.45	-0.38	-0.15	-0.32	-0.22	-0.035	-0.49	0.18
YNR036C	-0.09	0.03	-0.36	-0.73	-0.62	-0.72	-0.45	-0.42	0.04	0.47	0.48	0.62	0.01	0.42	0.02	0.9	0.41
YDL008W	-0.25	0.54	0.26	-0.05	-0.33	-0.08	0.24	-0.16	-0.16	-0.13	-0.13	-0.2	-0.14	0.11	-0.105	0.47	0.01
YBR171W	-0.02	-0.44	0.13	0.09	0.33	-0.33	0.05	-0.09	-0.07	0.36	0.23	0.29	0.03	0.02	0.01	-0.35	-0.2
YBR072W	2.68	1.91	1.54	0.25	-0.04	-0.75	-0.75	-1.34	-0.64	-0.97	-0.37	-0.43	-0.4	-0.09	-0.64	-0.04	0.08
YOR162C	0.32	0.22	-0.18	-0.04	0.11	0.17	0.25	0.21	0.19	-0.06	-0.23	-0.14	-0.23	-0.32	0.07	-0.14	-0.2
YCR067C	0.08	-0.14	-0.45	-0.5	-0.03	0.06	-0.21	0.47	0.19	0.37	0.26	-0.04	0.17	0.015	-0.21	0.1	-0.12
YJR025C	0.24	0.27	0.11	0.14	-0.32	-0.89	-0.91	-0.71	-0.45	0.17	-0.14	0.33	0.14	0.14	0.47	0.71	0.86
YPL177C	-0.09	-0.08	0.44	0.22	0.23	0.14	-0.09	0.03	-0.11	-0.15	-0.31	-0.27	-0.2	-0.07	-0.06	0.03	0.26
YDR205W	0.24	0.16	-0.61	-0.13	-0.07	0.34	-0.05	0.32	0.51	-0.8	0.12	-0.32	-0.16	0.23	-0.04	0.26	0.01
YLL036C	-0.34	-0.24	-0.42	-0.14	0.17	-0.02	0.09	0.03	0.05	0.2	0	-0.1	0.05	0.04	0.23	0.3	0.15
YOR227W	0.54	-0.21	0.12	0.25	0.33	0.31	-0.24	-0.23	-0.1	0.01	0.39	-0.03	0.09	-0.19	-0.01	-0.88	-0.16
YAL040C	-0.05	-0.15	-0.58	-0.58	0.18	-0.67	0.29	0.2	0.02	1.32	0.27	-0.015	-0.41	-0.05	0.17	0.14	-0.11
YBR207W	0.13	-0.27	-0.46	-0.15	0.27	-0.42	-0.18	-0.24	-0.22	0.28	0.12	0.22	0.07	0.36	0.095	0.32	0.18
YMR039C	-0.05	-0.06	-0.09	-0.23	-0.59	-0.22	0.09	0.05	-0.02	0.44	0.3	0.06	0.05	-0.05	0.015	0.16	0.13
YIL142W	-0.32	-0.04	0.09	-0.14	0.19	0.17	0.02	-0.02	-0.03	0.25	-0.08	0.01	-0.01	-0.015	0.08	-0.08	-0.08
YGR078C	0.29	-0.08	-0.34	-0.54	0.19	0.62	0.26	0.19	-0.08	-0.12	-0.41	-0.09	0.23	-0.02	-0.29	0.04	0.13
YOR187W	-0.07	0.06	-0.22	-0.44	-0.18	-0.41	-0.33	-0.33	-0.08	0.36	0.55	0.4	0.23	0.17	-0.005	0.15	0.15
YOR073W	-0.8	-1.32	-0.53	0.48	0.79	0.8	0.36	0.29	-0.01	-0.97	-0.82	0.1	0.55	0.72	0.35	0.29	0.29
YDR256C	0.44	0.38	0.38	0.54	0.07	0.33	-0.64	0.33	0.52	0.035	0	-0.04	-0.24	-0.38	-0.7	-0.64	-0.33
YDR466W	-0.28	0.01	-0.56	-0.17	0	0.4	-0.11	-0.11	0.26	-0.03	-0.14	-0.04	-0.11	0.23	-0.035	0.38	0.27
YIL065C	0.26	0.15	0.22	-0.03	-0.44	-0.3	-0.06	-0.33	0.03	0.48	0.43	0.3	0.01	-0.11	-0.01	-0.48	-0.14
YLR327C	0.68	-1.14	-0.36	0.64	0.85	0.21	-0.59	-0.83	-0.55	0.37	-0.06	-0.01	-0.33	-0.025	-0.04	0.48	0.7
YGR291C	-0.75	0.25	0.99	0.84	-0.01	0.48	0.48	0.25	0.25	-1.33	-1.33	0.25	0.25	0.48	0.99	-1.33	0.25
YDR441C	-0.67	0.23	0.34	0.23	-0.27	0.26	-0.01	-0.41	0.05	0.3	0.15	0.02	-0.33	0.055	-0.03	0.07	0.06
YDR401W	0.39	0.74	0.04	0.53	-0.44	0.43	0.04	0.17	-0.06	-0.44	-0.26	-0.26	-0.32	0.39	-0.5	-0.32	-0.11
YDR034C	-0.62	-0.68	-0.39	-0.05	-0.04	0.37	0.18	0.19	0.35	-0.22	-0.08	0.23	0.24	0.13	0.2	0.08	0.24
YBL106C	-0.79	-0.3	-0.19	-0.23	0.32	0.35	0.42	0.53	0.36	0.11	0.07	-0.04	0.2	-0.13	0.015	-0.11	-0.57
YNL154C	-0.48	-0.19	0.26	-0.08	0.18	-0.05	0.06	0.22	-0.2	-0.04	-0.14	-0.06	-0.24	-0.07	-0.07	0.82	0
YLL004W	-0.62	0.25	-0.29	-0.03	0.34	-0.07	-0.23	0.2	0.3	0.02	-0.44	0.1	0.18	0.06	0.07	0.17	0.05
YDL175C	0.14	0.39	-0.06	0.49	-0.24	0.2	-0.02	0.38	0.42	-0.68	-0.12	0.07	-0.2	-0.23	-0.23	-0.29	-0.03
YJL176C	-1.05	-0.58	-0.05	0.16	0.63	0.43	0.02	0.5	-0.14	-0.03	0.24	0.16	0.14	0.035	0.05	-0.24	-0.24
YNL075W	-0.33	0.28	0.2	0.23	0.13	-0.08	0.25	0.02	0.14	-0.02	-0.13	-0.37	0	0.11	0.01	-0.26	-0.16
YFR056C	0.25	0.52	-0.38	-0.93	-0.59	-0.38	-0.01	-0.22	0.04	-1.59	-0.71	-0.17	0.29	0.89	0.52	1.15	1.31
YNL202W	1.41	0.58	0	-0.32	-0.66	-0.82	-0.27	-0.82	0.22	0.48	0.04	-0.59	0.52	0.18	0.04	0.04	0.04
YBR127C	-0.58	-0.15	-0.21	-0.35	0.2	-0.65	0	0.21	-0.19	0.83	0.16	0.09	0.03	-0.09	0.35	0.06	0.32
YCR072C	-0.39	0.64	0.4	-0.01	-0.2	0.31	0.19	0.2	0.03	0.01	-0.49	-0.62	-0.11	0.05	0.02	0.2	-0.21
YKL183W	-1.04	-0.9	-0.58	0.04	0.17	-0.07	0.22	-0.05	0.4	0.32	-0.48	0.1	0.34	0.46	0.135	0.65	0.4
YLR420W	0.03	-0.14	0.09	0.03	-0.73	0.04	0.32	0.12	-0.04	0.13	0.3	-0.08	-0.09	0.03	0.09	0.03	-0.1
YOR136W	0.49	0.23	-0.16	-0.69	-0.78	-0.88	-0.8	-0.58	-0.25	0.73	0.56	0.52	0.05	0.14	0.37	0.72	0.45
YKR085C	-0.01	0.35	-0.46	-0.7	-0.35	-0.11	-0.32	0.14	0.02	0.08	0.36	0.24	-0.01	0.05	0.3	0.23	0.26
YOR177C	1.14	0.46	-0.1	-0.3	0.14	0.09	-0.41	-0.17	-0.35	0.78	0.62	0.3	-0.19	-0.24	-0.52	-1.12	-0.12
YER085C	-0.8	1.11	0.79	0.37	1.01	-0.47	0.01	0.01	0.37	-0.47	0.01	0.37	-1.21	-0.21	0.37	-0.8	-0.47
YPL027W	0.78	-0.61	-0.06	0.15	0.82	0.08	-0.22	0.5	-0.73	-0.5	-0.06	-0.85	-0.4	0.15	-0.4	0.98	0.39
YER032W	-1.29	-1.02	-0.32	0.5	0.77	0.55	0.73	0.76	0.11	-0.45	-0.78	-0.59	0.43	0.34	0.125	0.14	0.11
YOL010W	-0.18	0.45	0.02	-0.09	0.16	-0.25	-0.06	-0.12	0.15	0.17	0.02	0.03	0.07	-0.07	0.02	0.04	-0.34
YLR267W	0.31	0.71	0	-0.59	0.13	0.13	0.1	-0.35	0.07	-1.22	-0.22	0.07	0.16	0.19	0.13	-0.04	0.44
YEL015W	-0.04	0.07	0.13	0.24	0.15	-0.18	0.13	0.17	-0.04	-0.15	-0.15	-0.3	0.26	-0.18	-0.01	0.02	-0.1
YDL124W	1.13	0.69	-0.29	-0.48	-0.04	-0.37	-0.62	-0.28	-0.23	0.21	0.24	0.12	-0.05	-0.38	-0.045	0.07	0.29
YAL011W	-0.06	-0.44	-0.47	-0.73	0.54	-0.4	0.43	0.33	-0.09	0.62	-0.12	0.03	-0.17	0.36	0.18	-0.06	-0.06
YJR029W	-0.25	-0.56	0.19	-0.03	0.49	-0.34	-0.12	-0.23	-0.15	1.1	-0.93	0.04	-0.01	0.14	-0.44	0.25	0.83
YDR392W	-0.13	0.28	0.08	-0.1	-0.34	0.2	0.16	-0.3	-0.07	-0.27	-0.07	-0.07	-0.08	-0.07	0.02	0.56	0.15
YGR062C	0.64	0.1	-0.13	-0.3	-0.75	-0.57	-0.4	-0.29	0.03	0.35	0.5	0.15	0.22	0.005	-0.1	-0.02	0.56
YDR119W	-0.65	0.09	-0.26	-0.01	-0.52	-0.06	-0.14	-0.01	0.19	0.05	0.1	-0.13	0.12	0.32	0.02	0.66	0.26
YLR029C	0.17	-0.43	0.68	0.05	0.45	-0.25	-0.02	0.14	-0.29	0.155	-2.94	0.34	-0.15	0.72	0.36	0.68	0.49
YAL024C	-0.59	-0.01	0.41	0.2	0.5	0.59	0.54	0.14	-0.12	-0.08	-0.19	0.05	0.22	-0.24	0.02	-0.71	-0.73
YER056C-A	0.3	-0.05	0.6	0.84	0.38	-0.22	0.37	0.24	-0.35	0.195	-3.06	-0.12	0.03	0.13	0.15	0.37	0.38
YHR136C	-1.68	0.21	-0.12	-0.22	-0.15	-0.27	-0.27	-0.27	0.14	0.36	0.35	0.33	-0.32	0.55	0.01	0.79	0.58
YBR187W	-0.75	-0.36	0.5	0.15	0.22	-0.2	0.34	-0.13	-0.39	0.22	-0.07	-0.05	0.035	-0.01	0.28	0.17	0.08
YCRX21C	0.17	-0.05	-0.42	-0.05	0.08	0.3	0.09	0.3	0.26	-0.29	-0.17	-0.01	0.08	-0.14	-0.03	-0.07	-0.06
YIL015C-A	1.89	1.59	0.36	-0.03	1.14	0.67	0.18	-0.03	0.64	0.59	-0.78	-0.57	-1.44	-0.71	-0.71	-1.86	-0.94
YKL123W	0.74	-0.01	0.67	0.41	-0.17	-0.05	0	-0.02	-0.58	-0.26	0.4	-0.58	-0.47	-0.035	0.4	-0.38	-0.1
YLR387C	-0.25	-0.1	0.08	-0.03	-0.11	-0.17	-0.11	-0.15	0	0.13	0.33	0.12	0.01	0.09	0.005	0.04	0.12
YDR152W	-0.29	-0.12	-0.12	0	0.13	0.04	-0.03	0.2	-0.08	0.11	-0.03	-0.07	-0.42	0.29	-0.03	-0.03	0.41
YPR169W	-0.33	-0.26	0.25	0.1	0.28	0.06	-0.15	-0.16	-0.08	0.73	0.21	-0.49	-0.24	0.04	-0.02	-0.12	0.14
YDL185W	-0.04	-0.37	-0.18	0.15	0.19	-0.11	-0.02	-0.04	-0.11	0.61	0.18	0.12	-0.15	-0.04	0.16	-0.14	-0.24
YCR004C	0.29	-0.03	-0.19	-0.27	-0.13	-0.44	-0.23	0.1	0.02	0.82	0.09	-0.08	-0.26	-0.09	-0.055	0.1	0.29
YMR028W	-0.03	0.13	0.21	-0.4	-0.13	-0.2	0.28	0.33	0.11	-0.12	0.07	0.17	-0.03	-0.03	-0.09	-0.19	-0.12
YFL023W	-0.05	0.53	0.15	0.12	0.15	0.27	0.08	0.19	0.07	-0.69	-0.62	-0.21	0.07	0.36	0.075	-0.14	-0.28
YPL150W	0.2	-0.21	0	-0.11	0.02	0.2	-0.08	0.13	0.19	-0.29	-0.01	-0.09	-0.01	-0.05	0.09	-0.2	0.23
YPL085W	-0.02	0.22	0.03	-0.13	-0.09	0.18	-0.07	-0.07	0.08	0.43	-0.27	-0.03	-0.1	-0.035	-0.32	0.2	-0.04
YMR309C	-0.44	0.14	0.57	0.42	0.11	-0.07	0.03	0.1	0.01	-0.23	-0.04	0.06	0.02	0.015	-0.34	-0.07	-0.27
YGR070W	0.5	-0.37	-0.37	-0.39	-0.71	-0.29	0.18	0.15	0.72	0.22	-0.17	-0.04	0.17	0.04	-0.17	0.18	0.37
YMR118C	0.45	0.57	-0.24	0.31	0.03	0.07	-0.12	0.16	-0.17	-0.39	-0.09	-0.07	0	0.04	-0.035	-0.3	-0.24
YGR189C	0.06	-0.04	0.87	0.39	0.2	-0.1	-0.17	-0.5	-0.52	0.51	0.21	0.16	0.01	-0.24	-0.74	-0.19	0.1
YGL030W	-0.3	-0.31	0.29	0.16	-0.22	-0.96	-0.23	-0.18	-0.25	1.27	-0.15	-0.05	-0.2	-0.12	0.38	0.29	0.43
YPL161C	0.28	0.04	0.12	0.09	-0.01	0.15	0.07	0.11	0.04	0	-0.29	0.1	-0.18	0.04	-0.15	-0.36	-0.01
YAL049C	0.65	-0.2	0.03	-0.66	0.07	-0.69	-0.32	-0.31	-0.21	0.44	0.29	0.48	0.03	0.1	0.03	0.03	0.27
YMR015C	-0.67	-0.88	-0.74	-0.42	0.11	-0.21	-0.03	0.11	0.28	0.36	0.42	0.24	0.15	0.19	0.28	0.5	0.44
YKL137W	0.11	0.2	-0.05	0.15	-0.09	-0.29	-0.18	-0.45	-0.05	0.04	-0.12	0.23	0.03	-0.03	0	0.17	0.32
YLR166C	-0.5	-0.14	-0.64	-0.61	0.16	0.26	0.32	-0.52	0.15	0.22	0.43	0.3	0.25	-0.31	0.19	0.28	0.33
